meal_id,meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,image_url,macro_kcal,kcal_diff_pct,implausible,cal_per_100g,score_cal,score_sodium,score_sugar,score_fiber,pct_p,pct_c,pct_f,score_macro,health_score
592,International Rice,American,Breakfast,Vegetarian,937.0,34.5,95.8,32.9,8.2,19.5,1624.0,94.0,258.0,Baked,60.0,52.0,4.8,0,https://example.com/images/meal_592.jpg,817.3,0.12774813233724658,False,363.17829457364337,0.0,0.0,0.21999999999999997,0.31999999999999995,16.88486479872752,46.88608833965496,36.22904686161752,0.9275969656185,29.35193931237
593,Determine Salad,American,Breakfast,Low-Carb,1100.0,76.3,57.9,52.6,28.0,28.2,1414.0,164.0,160.0,Roasted,11.0,99.0,2.5,0,https://example.com/images/meal_593.jpg,1010.2,0.08163636363636359,False,687.5,0.0,0.05733333333333335,0.0,1.0,30.2118392397545,22.926153236982774,46.86200752326272,0.5177357618953343,31.501381904573357
594,Mr Curry,Thai,Snack,Vegan,704.0,8.5,89.0,45.1,5.0,21.0,601.0,281.0,442.0,Boiled,55.0,118.0,2.8,0,https://example.com/images/meal_594.jpg,795.9000000000001,0.13053977272727285,False,159.2760180995475,0.16000000000000003,0.5993333333333333,0.16000000000000003,0.0,4.271893453951501,44.72923734137454,50.99886920467396,0.4712170708212924,27.811008083092513
595,Rule Wrap,American,Lunch,Low-Carb,890.0,61.9,28.5,57.5,9.1,20.7,920.0,51.0,287.0,Boiled,58.0,38.0,1.6,0,https://example.com/images/meal_595.jpg,879.1,0.01224719101123593,False,310.10452961672473,0.0,0.3866666666666667,0.17200000000000004,0.41,28.165168922761914,12.967807985439652,58.86702309179843,0.3333333333333333,26.040000000000003
597,Seven Sandwich,Mediterranean,Lunch,Low-Carb,384.0,51.4,81.4,1.6,25.3,1.4,2227.0,219.0,300.0,Boiled,32.0,83.0,1.8,1,https://example.com/images/meal_597.jpg,545.6,0.4208333333333334,False,128.0,0.6933333333333334,0.0,0.944,1.0,37.683284457478,59.67741935483871,2.6392961876832843,0.5879765395894428,64.50619745845552
599,Scientist Stew,American,Snack,Paleo,486.0,20.8,64.2,34.2,6.4,45.9,1444.0,178.0,388.0,Raw,21.0,94.0,3.7,0,https://example.com/images/meal_599.jpg,647.8,0.33292181069958837,False,125.25773195876289,0.5233333333333333,0.03733333333333333,0.0,0.14000000000000004,12.843470206853969,39.64186477307812,47.51466502006792,0.6661778326644027,27.336889986621387
606,Without Curry,Japanese,Lunch,Keto,872.0,44.8,104.1,52.5,10.2,25.0,1044.0,69.0,237.0,Steamed,52.0,30.0,1.5,0,https://example.com/images/meal_606.jpg,1068.1,0.22488532110091733,False,367.9324894514768,0.0,0.30400000000000005,0.0,0.5199999999999999,16.777455294448085,38.98511375339388,44.23743095215804,0.7754189682613988,31.98837936522797
609,Late Wrap,American,Lunch,Paleo,1037.0,11.4,148.5,50.9,16.0,35.9,1463.0,162.0,318.0,Steamed,5.0,45.0,3.0,0,https://example.com/images/meal_609.jpg,1097.7,0.05853423336547738,False,326.1006289308176,0.0,0.024666666666666615,0.0,1.0,4.154140475539765,54.11314566821536,41.73271385624487,0.6236904436549149,32.96714220643163
610,North Rice,Mexican,Breakfast,Paleo,606.0,16.4,99.7,39.3,18.8,3.2,1053.0,284.0,395.0,Boiled,51.0,17.0,3.6,0,https://example.com/images/meal_610.jpg,818.0999999999999,0.34999999999999987,False,153.41772151898735,0.32333333333333336,0.29800000000000004,0.872,1.0,8.018579635741352,48.747096931915415,43.23432343234324,0.6630709367233019,63.12808540113271
615,Chair Sandwich,Thai,Breakfast,Vegan,1117.0,44.5,93.3,42.5,5.8,22.5,384.0,110.0,377.0,Baked,42.0,87.0,3.1,0,https://example.com/images/meal_615.jpg,933.7,0.16410026857654428,False,296.2864721485411,0.0,0.744,0.09999999999999998,0.07999999999999999,19.063939166755915,39.970011781086,40.96604905215808,0.8844650315947306,36.16930063189461
616,Decision Rice,Mediterranean,Dinner,Paleo,533.0,11.9,24.9,30.5,12.7,11.2,1034.0,130.0,296.0,Baked,11.0,79.0,1.8,0,https://example.com/images/meal_616.jpg,421.7,0.20881801125703567,False,180.06756756756758,0.44499999999999995,0.31066666666666665,0.552,0.7699999999999999,11.287645245435145,23.61868626986009,65.09366848470476,0.24843885858825387,46.52211050509841
621,Just Curry,Thai,Snack,Vegetarian,894.0,71.8,7.8,20.8,26.0,26.3,2235.0,138.0,123.0,Baked,56.0,94.0,1.8,0,https://example.com/images/meal_621.jpg,505.6,0.4344519015659955,False,726.829268292683,0.0,0.0,0.0,1.0,56.803797468354425,6.170886075949367,37.025316455696206,0.2995780590717299,25.991561181434598
624,Have Curry,Thai,Breakfast,Vegetarian,633.0,5.2,149.4,30.4,25.5,39.7,1377.0,124.0,428.0,Grilled,14.0,46.0,1.5,0,https://example.com/images/meal_624.jpg,892.0,0.40916271721958924,False,147.89719626168224,0.2783333333333333,0.08199999999999996,0.0,1.0,2.3318385650224216,66.99551569506727,30.67264573991031,0.5056053811659192,37.31877428998505
625,Executive Pasta,Indian,Dinner,Balanced,768.0,73.3,111.5,24.6,29.7,40.9,2411.0,259.0,108.0,Steamed,10.0,102.0,3.3,0,https://example.com/images/meal_625.jpg,960.6,0.25078125,False,711.1111111111111,0.053333333333333344,0.0,0.0,1.0,30.522590047886734,46.42931501145118,23.048094940662086,1.0,41.06666666666666
626,Sit Wrap,Japanese,Breakfast,Vegan,1200.0,78.8,58.4,33.8,17.9,8.8,880.0,237.0,107.0,Steamed,22.0,107.0,2.5,0,https://example.com/images/meal_626.jpg,853.0,0.2891666666666667,False,1121.4953271028037,0.0,0.41333333333333333,0.6479999999999999,1.0,36.95193434935521,27.385697538100818,35.662368112543966,0.746189917936694,56.15046502540054
627,Somebody Rice,Italian,Breakfast,Low-Carb,806.0,56.4,74.4,5.0,8.7,17.6,570.0,157.0,125.0,Baked,38.0,97.0,2.4,0,https://example.com/images/meal_627.jpg,568.2,0.2950372208436724,False,644.8000000000001,0.0,0.62,0.29599999999999993,0.36999999999999994,39.70432946145723,52.37592397043295,7.9197465681098205,0.7202569517775431,40.12513903555086
630,Congress Salad,Thai,Breakfast,Paleo,721.0,40.9,123.8,33.3,27.9,38.5,951.0,277.0,200.0,Steamed,46.0,36.0,3.6,0,https://example.com/images/meal_630.jpg,958.5,0.32940360610263525,False,360.5,0.1316666666666667,0.366,0.0,1.0,17.068335941575377,51.66405842462181,31.267605633802813,0.9511389323595897,48.976111980525125
631,Include Salad,Chinese,Dinner,Vegetarian,1095.0,38.2,63.3,35.3,0.3,20.9,204.0,120.0,457.0,Steamed,30.0,37.0,3.1,0,https://example.com/images/meal_631.jpg,723.7,0.3390867579908675,False,239.60612691466082,0.0,0.864,0.16400000000000003,0.0,21.113721155174797,34.9868730136797,43.8994058311455,0.7681244530422365,35.92248906084473
633,Analysis Stew,American,Lunch,Vegetarian,994.0,67.6,48.9,20.2,17.2,4.8,610.0,127.0,297.0,Roasted,21.0,94.0,1.0,0,https://example.com/images/meal_633.jpg,647.8,0.34828973843058353,False,334.6801346801347,0.0,0.5933333333333333,0.808,1.0,41.74127817227539,30.194504476690337,28.06421735103427,0.7242204384069156,62.51107543480499
636,Sell Sandwich,Chinese,Dinner,Vegan,943.0,44.8,6.3,41.4,19.3,31.6,619.0,187.0,323.0,Boiled,21.0,107.0,4.7,0,https://example.com/images/meal_636.jpg,577.0,0.38812301166489926,False,291.9504643962848,0.0,0.5873333333333333,0.0,1.0,31.057192374350084,4.367417677642981,64.57538994800693,0.3333333333333333,38.413333333333334
637,Guess Soup,Thai,Lunch,Keto,544.0,31.3,92.6,10.0,26.4,44.5,615.0,139.0,198.0,Boiled,47.0,10.0,1.2,0,https://example.com/images/meal_637.jpg,585.5999999999999,0.07647058823529396,False,274.7474747474747,0.42666666666666664,0.5900000000000001,0.0,1.0,21.37978142076503,63.25136612021859,15.368852459016397,0.7852914389799635,56.03916211293261
639,Require Sandwich,Thai,Snack,Balanced,796.0,24.4,135.9,12.6,7.5,46.5,109.0,290.0,428.0,Fried,32.0,26.0,3.3,0,https://example.com/images/meal_639.jpg,754.6,0.052010050251256254,False,185.98130841121497,0.00666666666666671,0.9273333333333333,0.0,0.25,12.934004770739463,72.03816591571693,15.027829313543597,0.5153944694761021,33.987889389522046
641,Across Wrap,Indian,Dinner,Low-Carb,831.0,54.5,11.8,59.0,12.6,32.3,2045.0,101.0,221.0,Grilled,42.0,75.0,3.1,0,https://example.com/images/meal_641.jpg,796.2,0.041877256317689474,False,376.0180995475113,0.0,0.0,0.0,0.76,27.38005526249686,5.928158754081889,66.69178598342125,0.3333333333333333,21.866666666666664
642,Will Curry,Mexican,Lunch,Balanced,1175.0,44.2,70.8,51.1,29.4,37.5,1626.0,287.0,179.0,Steamed,56.0,105.0,1.9,0,https://example.com/images/meal_642.jpg,919.9000000000001,0.21710638297872334,False,656.4245810055866,0.0,0.0,0.0,1.0,19.219480378301988,30.78595499510816,49.99456462658984,0.583514512447005,31.6702902489401
643,Draw Salad,Mediterranean,Snack,Balanced,503.0,57.4,27.6,45.7,17.3,7.7,2284.0,39.0,495.0,Baked,36.0,104.0,1.7,0,https://example.com/images/meal_643.jpg,751.3,0.49363817097415497,False,101.61616161616163,0.495,0.0,0.692,1.0,30.560362039132173,14.6945294822308,54.745108478637036,0.3375815253560494,50.49163050712099
644,Place Stew,Italian,Lunch,Low-Carb,1104.0,76.0,6.2,47.7,25.4,16.2,122.0,287.0,340.0,Roasted,43.0,107.0,3.6,0,https://example.com/images/meal_644.jpg,758.1,0.3133152173913043,False,324.70588235294116,0.0,0.9186666666666666,0.352,1.0,40.100250626566414,3.2713362353251547,56.62841313810843,0.2483291562238931,50.37991645781119
645,Station Curry,Italian,Snack,Low-Carb,672.0,52.1,17.9,35.3,13.4,17.9,2443.0,164.0,127.0,Grilled,49.0,20.0,3.6,0,https://example.com/images/meal_645.jpg,597.7,0.11056547619047612,False,529.1338582677166,0.21333333333333337,0.0,0.28400000000000003,0.8400000000000001,34.86699012882717,11.979253806257317,53.153756064915505,0.36410406558474157,34.0287479783615
646,Buy Sandwich,Mediterranean,Lunch,Keto,649.0,78.9,96.6,3.2,11.2,13.5,1413.0,75.0,206.0,Roasted,50.0,44.0,4.2,1,https://example.com/images/meal_646.jpg,730.8,0.1260400616332819,False,315.0485436893204,0.2516666666666667,0.05800000000000005,0.45999999999999996,0.6199999999999999,43.18555008210181,52.87356321839081,3.9408866995073892,0.5959222769567596,39.71177887246852
647,Turn Curry,Thai,Lunch,Vegetarian,921.0,23.8,95.6,4.5,8.2,25.6,258.0,274.0,429.0,Roasted,34.0,36.0,3.1,0,https://example.com/images/meal_647.jpg,518.0999999999999,0.43745928338762224,False,214.68531468531467,0.0,0.8280000000000001,0.0,0.31999999999999995,18.37483111368462,73.80814514572477,7.8170237405906215,0.4563951618091746,32.08790323618349
648,Maintain Salad,Chinese,Lunch,Vegetarian,1142.0,20.2,123.9,13.4,0.8,31.4,203.0,0.0,267.0,Roasted,60.0,61.0,2.4,0,https://example.com/images/meal_648.jpg,697.0,0.38966725043782835,False,427.71535580524346,0.0,0.8646666666666667,0.0,0.0,11.592539454806312,71.10473457675754,17.302725968436157,0.5465088474414156,28.223510282161644
652,Production Rice,Thai,Dinner,Keto,707.0,7.9,121.3,57.4,24.6,10.5,1984.0,175.0,173.0,Steamed,20.0,105.0,4.6,0,https://example.com/images/meal_652.jpg,1033.4,0.4616690240452618,False,408.6705202312139,0.15500000000000003,0.0,0.5800000000000001,1.0,3.057867234371976,46.9518095606735,49.99032320495452,0.4677924004902909,44.05584800980583
656,Understand Wrap,Chinese,Dinner,Paleo,1146.0,8.8,68.9,58.1,16.9,43.2,1269.0,186.0,315.0,Fried,47.0,48.0,1.2,0,https://example.com/images/meal_656.jpg,833.7,0.2725130890052356,False,363.8095238095238,0.0,0.15400000000000003,0.0,1.0,4.222142257406741,33.057454719923236,62.72040302267003,0.2879932829554996,28.839865659109993
657,Report Rice,Mediterranean,Snack,Low-Carb,1041.0,59.2,75.3,54.9,26.9,15.8,396.0,124.0,155.0,Boiled,32.0,8.0,3.0,0,https://example.com/images/meal_657.jpg,1032.1,0.00854947166186368,False,671.6129032258065,0.0,0.736,0.368,1.0,22.943513225462652,29.183218680360433,47.87326809417692,0.6051658431030585,54.18331686206117
658,Finally Stew,Chinese,Breakfast,Balanced,641.0,74.9,27.2,14.6,21.4,4.8,1507.0,68.0,493.0,Roasted,10.0,18.0,2.5,1,https://example.com/images/meal_658.jpg,539.8000000000001,0.1578783151326052,False,130.02028397565923,0.265,0.0,0.808,1.0,55.502037791774725,20.155613190070394,24.34234901815487,0.33592688650117325,48.178537730023464
659,Detail Curry,American,Snack,Keto,986.0,41.9,28.2,29.6,18.0,11.7,1439.0,266.0,296.0,Roasted,55.0,24.0,4.9,0,https://example.com/images/meal_659.jpg,546.8,0.44543610547667345,False,333.1081081081081,0.0,0.04066666666666663,0.532,1.0,30.65106071689832,20.62911485003658,48.71982443306512,0.448488173616191,40.42309680565715
660,Mrs Stew,Japanese,Lunch,Vegetarian,592.0,74.3,25.6,28.8,29.2,19.7,1721.0,41.0,420.0,Raw,47.0,66.0,4.6,0,https://example.com/images/meal_660.jpg,658.8,0.11283783783783777,False,140.95238095238096,0.3466666666666667,0.0,0.21200000000000008,1.0,45.1123254401943,15.543412264723742,39.34426229508197,0.42572353774539556,39.68780408824125
661,Short Pasta,Mexican,Breakfast,Low-Carb,756.0,21.0,27.7,43.1,25.3,49.6,746.0,291.0,415.0,Fried,19.0,26.0,1.6,0,https://example.com/images/meal_661.jpg,582.7,0.22923280423280418,False,182.16867469879517,0.07333333333333336,0.5026666666666666,0.0,1.0,14.415651278530975,19.014930495967047,66.56941822550198,0.2402608546421829,36.32521709284366
663,Situation Pasta,Chinese,Dinner,Vegan,480.0,72.6,11.3,33.5,4.8,40.6,180.0,83.0,407.0,Baked,55.0,79.0,4.1,0,https://example.com/images/meal_663.jpg,637.0999999999999,0.3272916666666665,False,117.93611793611794,0.5333333333333333,0.88,0.0,0.0,45.58154135928426,7.094647622037359,47.32381101867839,0.2849107937006225,33.96488254067912
664,Week Rice,Chinese,Snack,Vegan,710.0,49.5,41.4,39.5,20.0,42.4,604.0,266.0,395.0,Baked,39.0,15.0,4.8,0,https://example.com/images/meal_664.jpg,719.1,0.012816901408450737,False,179.74683544303798,0.15000000000000002,0.5973333333333333,0.0,1.0,27.53441802252816,23.028785982478094,49.436795994993744,0.4765331664580725,44.477329995828114
665,Song Rice,Chinese,Lunch,Paleo,575.0,45.2,23.3,45.2,23.1,4.8,1695.0,293.0,484.0,Roasted,25.0,35.0,1.8,0,https://example.com/images/meal_665.jpg,680.8,0.1839999999999999,False,118.80165289256199,0.375,0.0,0.808,1.0,26.556991774383082,13.689776733254996,59.753231492361934,0.3333333333333333,50.32666666666666
666,Plant Wrap,Mediterranean,Snack,Paleo,154.0,15.9,32.1,4.2,11.4,15.4,1032.0,232.0,225.0,Grilled,14.0,16.0,2.0,1,https://example.com/images/meal_666.jpg,229.8,0.49220779220779226,False,68.44444444444444,1.0,0.31200000000000006,0.384,0.64,27.676240208877285,55.87467362924282,16.449086161879897,0.9262402088772846,65.2448041775457
668,Wrong Sandwich,Indian,Breakfast,Keto,692.0,60.8,74.4,50.1,22.0,29.5,1622.0,87.0,422.0,Fried,25.0,110.0,2.3,0,https://example.com/images/meal_668.jpg,991.7,0.433092485549133,False,163.98104265402844,0.18000000000000005,0.0,0.0,1.0,24.523545427044464,30.009075325199152,45.46737924775638,0.6590282679573796,36.780565359147595
670,Town Stew,Chinese,Lunch,Low-Carb,1035.0,68.9,96.4,2.2,9.3,16.4,759.0,17.0,357.0,Grilled,6.0,32.0,2.8,0,https://example.com/images/meal_670.jpg,681.0,0.34202898550724636,False,289.9159663865546,0.0,0.494,0.3440000000000001,0.43000000000000005,40.46989720998532,56.62261380323055,2.907488986784141,0.5969162995594712,37.29832599118943
672,Finally Salad,Mediterranean,Breakfast,Vegan,762.0,8.4,73.0,26.2,18.3,13.4,713.0,4.0,183.0,Steamed,9.0,114.0,3.9,0,https://example.com/images/meal_672.jpg,561.4,0.26325459317585304,False,416.3934426229508,0.06333333333333335,0.5246666666666666,0.46399999999999997,1.0,5.985037406483791,52.01282508015675,42.00213751335946,0.6497149982187389,54.034299964374775
673,Change Wrap,Italian,Lunch,Low-Carb,731.0,19.8,62.1,20.8,8.0,5.5,1648.0,252.0,324.0,Raw,23.0,99.0,3.2,0,https://example.com/images/meal_673.jpg,514.8000000000001,0.2957592339261285,False,225.6172839506173,0.11499999999999999,0.0,0.78,0.3,15.384615384615383,48.251748251748246,36.36363636363637,0.9003496503496503,41.906993006993005
676,Southern Salad,Mexican,Dinner,Vegetarian,768.0,28.0,30.7,57.7,29.2,26.9,1049.0,186.0,273.0,Roasted,58.0,53.0,1.7,0,https://example.com/images/meal_676.jpg,754.1000000000001,0.018098958333333155,False,281.31868131868134,0.053333333333333344,0.30066666666666664,0.0,1.0,14.852141625779073,16.28431242540777,68.86354594881315,0.24753569376298454,32.03071387525969
677,Race Curry,Italian,Breakfast,Vegetarian,461.0,18.9,89.9,3.3,26.5,26.0,759.0,292.0,373.0,Raw,20.0,27.0,2.8,0,https://example.com/images/meal_677.jpg,464.90000000000003,0.008459869848156255,False,123.59249329758713,0.565,0.494,0.0,1.0,16.26156162615616,77.34996773499677,6.388470638847063,0.3775005377500537,48.73001075500108
682,Doctor Sandwich,Mediterranean,Breakfast,Balanced,703.0,31.2,55.9,36.4,15.7,16.2,2088.0,82.0,101.0,Fried,50.0,111.0,3.8,0,https://example.com/images/meal_682.jpg,676.0,0.03840682788051209,False,696.039603960396,0.16166666666666663,0.0,0.352,1.0,18.46153846153846,33.07692307692307,48.46153846153845,0.6346153846153847,42.96564102564102
684,Agency Rice,Japanese,Breakfast,Low-Carb,585.0,42.1,23.6,46.1,20.2,37.4,2298.0,184.0,290.0,Baked,46.0,119.0,1.5,0,https://example.com/images/meal_684.jpg,677.7,0.15846153846153854,False,201.72413793103448,0.3583333333333333,0.0,0.0,1.0,24.848753135605726,13.929467315921498,61.221779548472774,0.3333333333333333,33.83333333333333
685,Indicate Curry,Mexican,Breakfast,Balanced,984.0,39.3,80.1,23.8,15.2,34.9,345.0,156.0,148.0,Steamed,11.0,118.0,2.9,0,https://example.com/images/meal_685.jpg,691.8,0.29695121951219516,False,664.8648648648648,0.0,0.77,0.0,1.0,22.72333044232437,46.313963573287076,30.962705984388556,1.0,55.400000000000006
689,Hot Stew,Mexican,Lunch,Low-Carb,1137.0,54.3,28.8,29.9,18.0,8.1,1823.0,231.0,134.0,Baked,27.0,103.0,2.1,0,https://example.com/images/meal_689.jpg,601.5,0.470976253298153,False,848.5074626865671,0.0,0.0,0.6759999999999999,1.0,36.109725685785534,19.15211970074813,44.73815461346633,0.4858686616791356,43.23737323358271
690,Executive Curry,Thai,Dinner,Balanced,942.0,34.9,129.1,47.3,15.1,32.3,340.0,119.0,251.0,Fried,60.0,60.0,4.9,0,https://example.com/images/meal_690.jpg,1081.7,0.14830148619957542,False,375.29880478087654,0.0,0.7733333333333333,0.0,1.0,12.90561153739484,47.7396690394749,39.354719423130256,0.809181535237743,51.65029737142153
692,Consumer Salad,Indian,Snack,Balanced,602.0,75.4,11.7,43.9,26.0,4.6,359.0,281.0,160.0,Fried,8.0,66.0,4.2,0,https://example.com/images/meal_692.jpg,743.5,0.2350498338870432,False,376.25,0.32999999999999996,0.7606666666666666,0.8160000000000001,1.0,40.564895763281775,6.294552790854069,53.14055144586415,0.2715758798475679,63.56485093028469
696,Thought Pasta,Thai,Dinner,Keto,1100.0,7.5,89.1,19.4,28.5,16.7,2215.0,207.0,223.0,Roasted,31.0,82.0,3.2,0,https://example.com/images/meal_696.jpg,561.0,0.49,False,493.27354260089686,0.0,0.0,0.3320000000000001,1.0,5.347593582887701,63.52941176470588,31.122994652406415,0.6136363636363638,38.912727272727274
699,Nature Sandwich,American,Lunch,Keto,924.0,11.7,20.3,57.1,2.2,42.1,1756.0,52.0,394.0,Steamed,28.0,108.0,1.7,0,https://example.com/images/meal_699.jpg,641.9,0.30530303030303035,False,234.51776649746193,0.0,0.0,0.0,0.0,7.290855273407073,12.649945474372956,80.05919925221997,0.12151425455678451,2.43028509113569
701,To Sandwich,American,Snack,Balanced,865.0,47.2,32.0,52.2,3.0,3.9,1252.0,109.0,443.0,Fried,32.0,45.0,3.6,0,https://example.com/images/meal_701.jpg,786.6,0.09063583815028899,False,195.25959367945825,0.0,0.16533333333333333,0.844,0.0,24.002034070683955,16.27256547165014,59.7254004576659,0.3333333333333333,26.853333333333328
703,Treatment Wrap,Mexican,Lunch,Low-Carb,1048.0,34.3,90.1,9.0,10.6,5.8,1178.0,72.0,187.0,Raw,11.0,27.0,1.7,0,https://example.com/images/meal_703.jpg,578.5999999999999,0.4479007633587787,False,560.4278074866311,0.0,0.21466666666666667,0.768,0.5599999999999999,23.712409263740064,62.288282060145185,13.99930867611476,0.7785171102661597,46.423675538656525
704,Party Pasta,Thai,Snack,Vegan,526.0,66.9,122.1,3.6,26.4,43.5,250.0,108.0,302.0,Boiled,21.0,78.0,2.8,0,https://example.com/images/meal_704.jpg,788.4,0.4988593155893536,False,174.17218543046357,0.45666666666666667,0.8333333333333334,0.0,1.0,33.94216133942162,61.948249619482496,4.10958904109589,0.6193556570268899,58.1871131405378
706,Society Rice,Thai,Breakfast,Paleo,850.0,12.5,71.8,11.4,4.2,11.3,2256.0,72.0,265.0,Roasted,13.0,39.0,2.6,0,https://example.com/images/meal_706.jpg,439.8,0.48258823529411765,False,320.7547169811321,0.0,0.0,0.548,0.0,11.368804001819008,65.30241018644838,23.328785811732608,0.6844398969228438,24.648797938456877
713,Entire Stew,American,Lunch,Low-Carb,835.0,25.8,77.9,47.7,6.5,30.1,87.0,213.0,240.0,Boiled,10.0,117.0,2.9,0,https://example.com/images/meal_713.jpg,844.1,0.010898203592814399,False,347.91666666666663,0.0,0.942,0.0,0.15,12.226039568771473,36.9150574576472,50.85890297358133,0.5547032342139557,32.934064684279114
719,Hour Curry,American,Snack,Keto,913.0,52.5,136.7,25.6,22.0,16.0,1493.0,281.0,494.0,Roasted,51.0,55.0,4.1,0,https://example.com/images/meal_719.jpg,987.1999999999999,0.08127053669222337,False,184.8178137651822,0.0,0.004666666666666708,0.36,1.0,21.27228525121556,55.38897893030794,23.338735818476504,0.9935170178282009,47.163673689897344
722,System Rice,Japanese,Lunch,Vegetarian,698.0,79.2,25.6,13.5,0.5,12.3,178.0,214.0,403.0,Roasted,7.0,6.0,4.4,1,https://example.com/images/meal_722.jpg,540.7,0.22535816618911167,False,173.20099255583125,0.17000000000000004,0.8813333333333333,0.508,0.0,58.590715738857035,18.938413168115407,22.470871093027554,0.3333333333333333,37.85333333333333
723,Ask Pasta,Mediterranean,Snack,Low-Carb,1015.0,39.0,126.7,16.6,28.7,39.7,2142.0,285.0,287.0,Baked,60.0,13.0,4.5,0,https://example.com/images/meal_723.jpg,812.1999999999999,0.1998029556650247,False,353.6585365853659,0.0,0.0,0.0,1.0,19.207091849298205,62.3984240334893,18.39448411721251,0.8367191988836903,36.73438397767381
725,For Soup,Mediterranean,Breakfast,Keto,1100.0,46.7,135.6,18.9,23.8,4.0,396.0,55.0,407.0,Boiled,53.0,91.0,2.5,0,https://example.com/images/meal_725.jpg,899.3000000000001,0.1824545454545454,False,270.27027027027026,0.0,0.736,0.84,1.0,20.77171133103525,60.313577226731894,18.914711442232846,0.8933522369250158,69.38704473850031
727,Expert Curry,American,Dinner,Balanced,820.0,43.9,126.6,5.2,14.7,46.9,426.0,109.0,147.0,Raw,50.0,77.0,2.7,0,https://example.com/images/meal_727.jpg,728.8,0.11121951219512201,False,557.8231292517007,0.0,0.716,0.0,0.97,24.094401756311747,69.4840834248079,6.421514818880353,0.5322905232345408,44.36581046469081
729,Live Sandwich,Mexican,Breakfast,Vegan,602.0,51.5,94.9,22.6,25.6,17.6,2438.0,219.0,231.0,Fried,14.0,92.0,2.3,1,https://example.com/images/meal_729.jpg,789.0,0.3106312292358804,False,260.6060606060606,0.32999999999999996,0.0,0.29599999999999993,1.0,26.108998732572875,48.11153358681876,25.779467680608363,1.0,52.52
730,Single Soup,Indian,Breakfast,Low-Carb,914.0,69.9,12.8,39.8,3.0,45.4,1712.0,56.0,464.0,Baked,7.0,44.0,2.6,0,https://example.com/images/meal_730.jpg,689.0,0.2461706783369803,False,196.98275862068965,0.0,0.0,0.0,0.0,40.580551523947754,7.431059506531206,51.98838896952105,0.29051765844218663,5.810353168843733
732,Enough Salad,Indian,Snack,Paleo,609.0,60.7,84.0,19.4,27.7,18.7,1555.0,0.0,213.0,Roasted,46.0,62.0,4.0,1,https://example.com/images/meal_732.jpg,753.4,0.2371100164203612,False,285.9154929577465,0.31833333333333336,0.0,0.252,1.0,32.227236527740914,44.5978232014866,23.1749402707725,1.0,51.406666666666666
734,Central Rice,Italian,Snack,Keto,1110.0,73.9,108.7,3.5,7.4,40.1,350.0,123.0,280.0,Fried,11.0,15.0,2.6,0,https://example.com/images/meal_734.jpg,761.9000000000001,0.3136036036036035,False,396.42857142857144,0.0,0.7666666666666666,0.0,0.24000000000000005,38.79774248589054,57.06785667410421,4.13440084000525,0.6378133613335083,32.889600560003494
735,Contain Soup,Mediterranean,Lunch,Vegetarian,1176.0,48.0,97.2,18.9,10.4,43.7,2383.0,230.0,499.0,Boiled,32.0,25.0,4.9,0,https://example.com/images/meal_735.jpg,750.9,0.3614795918367347,False,235.67134268537075,0.0,0.0,0.0,0.54,25.569316819816223,51.77786656012785,22.652816620055933,1.0,30.8
737,For Salad,Mediterranean,Snack,Paleo,1052.0,38.1,123.2,30.3,0.2,39.6,1481.0,1.0,387.0,Grilled,47.0,86.0,4.8,0,https://example.com/images/meal_737.jpg,917.9000000000001,0.12747148288973376,False,271.83462532299745,0.0,0.012666666666666715,0.0,0.0,16.603115807822203,53.687765551803025,29.709118640374765,0.9433852634637034,19.121038602607403
741,Everybody Curry,Japanese,Breakfast,Balanced,702.0,72.4,57.8,10.6,14.7,40.3,1489.0,3.0,182.0,Boiled,45.0,91.0,1.4,0,https://example.com/images/meal_741.jpg,616.1999999999999,0.12222222222222232,False,385.7142857142857,0.16333333333333333,0.007333333333333303,0.0,0.97,46.99772801038625,37.520285621551444,15.481986368062318,0.6834090663204586,36.48151465974251
743,Interesting Pasta,American,Breakfast,Balanced,992.0,10.4,21.3,57.2,8.6,23.9,1777.0,15.0,219.0,Fried,28.0,80.0,1.6,0,https://example.com/images/meal_743.jpg,641.6000000000001,0.3532258064516128,False,452.9680365296803,0.0,0.0,0.04400000000000004,0.36,6.483790523690772,13.279301745635907,80.23690773067331,0.10806317539484618,10.241263507896925
745,Others Wrap,Thai,Lunch,Balanced,843.0,28.7,116.8,30.4,18.8,34.4,1206.0,251.0,360.0,Steamed,30.0,15.0,3.1,0,https://example.com/images/meal_745.jpg,855.5999999999999,0.014946619217081743,False,234.16666666666669,0.0,0.19599999999999995,0.0,1.0,13.417484805984106,54.60495558672277,31.977559607293127,0.8902914134330685,41.72582826866137
746,Charge Sandwich,Mediterranean,Snack,Vegan,774.0,55.6,3.0,31.8,17.4,2.9,1397.0,149.0,207.0,Steamed,35.0,21.0,4.7,0,https://example.com/images/meal_746.jpg,520.6,0.3273901808785529,False,373.9130434782609,0.043333333333333335,0.06866666666666665,0.884,1.0,42.71993853246254,2.305032654629274,54.97502881290818,0.20508387757715466,44.02167755154309
